Product Name,Product Currency,Product Price,Product Brand,Product Description,Product Page Link,Product Image Link,Category,Sub-Category,Rating,Source,Available,Delivery,Release Date
Penduline Moringa Hair Cream For Kids - Hair Repair -  150 Ml,EGP,75,Penduline,"-Size: 150ml 
-hair repair
Enriched with Moringa, wheat germ proteins, coconut oil, jojoba oil and panthenol 
-Free of proteins and amino acids and suitable for protein-sensitive hair types
100% natural, non-greasy, free of mineral oils, sulfates, silicones and alcohol 
",https://www.jumia.com.eg/moringa-hair-cream-for-kids-hair-repair-150-ml-penduline-mpg825192.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/635122/1.jpg?0911,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Head & Shoulders Anti-Hairfall Conditioner – 360ml,EGP,59,Head & Shoulders,"-Strengthening formula designed to protect against breakage 
-Conditions hair and scalp protecting them against dandruff 
-Leaves hair smoother, stronger and more beautiful 
-3 Action Formula: cleanses, protects and moisturizes hair and scalp (with regular use) 
-Locks in the dandruff-fighting effect of the Head & Shoulder shampoo 
",https://www.jumia.com.eg/anti-hair-fall-conditioner-360-ml-head-shoulders-mpg13332.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/628551/1.jpg?2782,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Penduline Shower Gel For Babies - 450Ml,EGP,58,Penduline,"-نوع : شاور جيل اطفال 
-العلامة التجارية : بندولين 
-خالي من الصوديوم والسالفيت والباربين 
",https://www.jumia.com.eg/shower-gel-for-babies-450ml-penduline-mpg789096.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/938981/1.jpg?0906,Baby Products,Bath Time,4.8 out of 5,Jumia,True,True,"September 30,2021"
Penduline Kids Hair Cream For Dryness & Damage Hair - 150 Ml,EGP,67,Penduline,"-Argan oil-Jojoba oil-Aloe-vera-Olive oil-Almond oil- coconut oil-Panthenol-Vasline 
-Treats the damaged hair , improves children normal and healthy hair growth 
-Makes hair longer and gives it more thickness. 
-150ML 
",https://www.jumia.com.eg/penduline-kids-hair-cream-for-dryness-damage-hair-150-ml-22604678.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/640622/1.jpg?1624,Baby Products,Bath Time,3 out of 5,Jumia,True,True,"September 30,2021"
Sanosan Baby Bath & Shampoo - 500 ML,EGP,144,Sanosan,"-500ml 
-Provides special care to delicate children's skin 
-Prevents the skin from drying out and keep it soft and smooth 
-Makes their hair silky shine, no tangles and easy to comb 
-Clinically tested 
-Colorant free & free Formaldehyde 
",https://www.jumia.com.eg/baby-bath-shampoo-500-ml-sanosan-mpg36433.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/83827/1.jpg?8713,Baby Products,Bath Time,4.5 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Strength Drops Kids Shampoo - 300ml,EGP,31,Johnson's,"-• تم تطويره خصيصًا ليكون لطيفًا على عكس منتجات الكبار العادية 
-• تركيبة لا دموع بعد اليوم لطيفة على عيني صغيرتك تمامًا مثل المياه النقية 
-• غني بالفيتامين E 
-• يعزز قوّة الشعر الطبي 
",https://www.jumia.com.eg/johnsons-strength-drops-kids-shampoo-300ml-21235414.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/453212/1.jpg?5388,Baby Products,Bath Time,4.7 out of 5,Jumia,True,True,"September 30,2021"
Lux Perfumed Hand Wash Magical Beauty – 500ml,EGP,36,Lux,"-Brand: Lux 
-Perfumed Hand Wash Magical Beauty – 500ml 
",https://www.jumia.com.eg/perfumed-hand-wash-magical-beauty-500ml-lux-mpg831342.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/008622/1.jpg?9431,Baby Products,Bath Time,3.7 out of 5,Jumia,True,True,"September 30,2021"
Lux Velvet Touch Perfumed Hand Wash - 500ml,EGP,36,Lux,"-The ultra-mild formula gently and deeply cleanses skin 
-Suitable for all skin types 
-Provides both instant and long-term results 
",https://www.jumia.com.eg/velvet-touch-perfumed-hand-wash-500ml-lux-mpg831367.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/008622/1.jpg?9416,Baby Products,Bath Time,4.6 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Shampoo - 500ml,EGP,60,Johnson's,"-يتكوّن  من تركيبة لا دموع بعد اليوم اللطيفة على عيني طفلك تمامًا مثل المياه النقية 
-خالٍ من الصبغات والبارابين والفثالات والكبريتات والكحول 
-ينظف شعر طفلك وفروة رأسه الرقيقة بلطف 
",https://www.jumia.com.eg/johnsons-baby-shampoo-500ml-21235412.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/453212/1.jpg?8081,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Roofa Good Night Lavander & Chamomile Massage Oil - 100 Ml,EGP,49,Roofa,"-Roofa Good Night Lavander & Chamomile Massage Oil 
-100 Ml 
",https://www.jumia.com.eg/roofa-good-night-lavander-chamomile-massage-oil-100-ml-20691528.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/519602/1.jpg?0764,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Sleep Time Oil – 200ml,EGP,38,Johnson's,"-Our Clinically Proven Mildness formula is specially designed for baby’s delicate skin 
-Moisturises to leave skin feeling healthy 
-With soothing NaturalCalm™ essences 
-Routine clinically proven to help baby sleep better 
-Free from dyes, parabens, and phthalates 
-Hypoallergenic & pH balanced 
-Paediatrician and dermatologist-tested 
-Ideal for massage 
",https://www.jumia.com.eg/baby-sleep-time-oil-200ml-johnsons-mpg788127.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/985712/1.jpg?0966,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Oil Aloe Vera - 75ml,EGP,18,Johnson's,"-Clinically proven mildness formula 
-Free from dyes, parabens, phthalates, and alcohol 
-Instantly hydrates and nourishes delicate skin 
-Enriched with a touch of aloe vera 
-Ideal for baby massage 
-Hypoallergenic & free from dyes, paraben 
-Paediatrician and dermatologist-tested 
",https://www.jumia.com.eg/johnsons-baby-oil-aloe-vera-75ml-21758961.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/985712/1.jpg?0942,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Johnson's No More Tangles Kids Conditioner Spray - 200ml,EGP,30,Johnson's,"-Specifically designed to be gentle versus regular adult products 
-NO MORE TEARS® formula is as gentle to the eyes as pure water 
-Helps keep toddlers’ and kids’ hair manageable 
-Untangles knots for smooth and healthy looking hair 
-Makes combing easy even on long or curly hair 
-Hypoallergenic (formulated to minimise the risk of allergies) & pH balanced 
-Free from dyes and parabens 
-Paediatrician and dermatologist-tested 
",https://www.jumia.com.eg/no-more-tangles-kids-conditioner-spray-200ml-johnsons-mpg695054.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/985712/1.jpg?1068,Baby Products,Bath Time,4.1 out of 5,Jumia,True,True,"September 30,2021"
Roofa Calendula & Panthenol Body Lotion - 300ml,EGP,49,Roofa,"-The formula of the Moisturising Lotion contains sweet almond oil and is enriched with natural active ingredients and plant extracts such as calendula and aloe vera. 
-In addition, the water used in the formula is a thermal water with mineral-medicinal properties that take care of the delicate baby's skin. 
-Its formula contains a base of Sweet Almond Oil, which repairs the skin's barrier function and is a powerful natural moisturiser. 
-In the same way, the extract of Calendula, Panthenol, Aloe vera and Shea Butter are excellent photoprotectors, and they are active ingredients with antioxidant, anti-inflammatory and antimicrobial properties. 
-This lotion is elaborated with thermal water, closing the circle of protection and calming and softening sensitive and easily irritated skins. The result is a healthy and velvety skin. 
",https://www.jumia.com.eg/roofa-calendula-panthenol-body-lotion-300ml-20689824.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/898602/1.jpg?4685,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Penduline Hair Cream For Babies - With Shea Butter - 150ml,EGP,81,Penduline,"-Hair Cream For Babies 
-150ml 
",https://www.jumia.com.eg/hair-cream-for-babies-with-shea-butter-150ml-penduline-mpg173702.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/258901/1.jpg?4919,Baby Products,Bath Time,4.1 out of 5,Jumia,True,True,"September 30,2021"
Roofa Calendula & Panthenol Syndet Gel Shampoo - 200ml,EGP,44,Roofa,"-Calendula & Panthenol Syndet Gel Shampoo 
-200ml 
",https://www.jumia.com.eg/roofa-calendula-panthenol-syndet-gel-shampoo-200ml-20689810.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/898602/1.jpg?3846,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Roofa Calendula & Panthenol Syndet Foam Shampoo - 150ml,EGP,39,Roofa,"-Calendula & Panthenol Syndet Foam Shampoo 
-150ml 
",https://www.jumia.com.eg/roofa-calendula-panthenol-syndet-foam-shampoo-150ml-20689815.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/898602/1.jpg?4144,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Sanosan Baby Bath & Shampoo - 500 Ml,EGP,146,Sanosan,"-Enriched with organic olive extract and milk protein, this mild care formulation gently cleanses baby’s skin and scalp and gives hair a silky shine. 
-Preserves the natural acid mantle of baby‘s delicate skin and supports the skin‘s own natural protective function. 
-Skin stays soft and smooth. 
-The natural formula does not contain paraffin oil, dyes, silicones or parabens. 
-clinically tested · recommended by midwives. 
-Delicate skin needs gentle cleansing. 
-Enriched with organic olive extract and milk protein. 
-Skin stays soft and smooth. 
-The skin compatibility has been clinically confirmed. 
-500 ml 
",https://www.jumia.com.eg/sanosan-baby-bath-shampoo-500-ml-22492756.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/729422/1.jpg?3728,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Mustela Gentle Baby Shampoo - 200Ml,EGP,179,Mustela,"-Ideal for daily washing and detangling newborn(1), baby and child's hair. 
-Tear-free formula. 
-Guaranteed safety from birth on : 
-Tested under dermatological and pediatric control. 
-High skin and eye tolerance. 
-Hypoallergenic - Formulated to minimize the risk of allergic reactions. 
-0% paraben, 0% phthalate, 0% phenoxyethanol*. 
-200 ml 
",https://www.jumia.com.eg/mustela-gentle-baby-shampoo-200ml-22492781.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/729422/1.jpg?3844,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Chicco Bath Sponge For Kids - Yellow,EGP,45,Chicco,"-Super absorbent sponge absorbing a large amount of water. 
-Gentle on baby's skin which makes him enjoyable and comfortable shower. 
-It has high water absorption capacity. 
-Make it easier for you to shower your baby. 
-Distinctive and ergonomic shape to use. 
",https://www.jumia.com.eg/bath-sponge-for-kids-yellow-chicco-mpg706069.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/591622/1.jpg?8447,Baby Products,Bath Time,4.1 out of 5,Jumia,True,True,"September 30,2021"
Penduline Baby Colone - 100ml,EGP,55,Penduline,"-Type: Baby cologne 
-Size: 100 ml 
-Soft touch with a pleasant baby scent 
-Suitable for all skin types 
-Natural cologne that is free from alcohol, parabens and phthalates. 
-Leaves baby’s skin soft and moisturized 
-Packaging shape may vary 
",https://www.jumia.com.eg/penduline-baby-colone-100ml-22153617.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/635122/1.jpg?0911,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Johnson's Baby Oil 200ml To Moisturize And Protect The Skin From Dryness,EGP,48,Johnson's,"-Johnson's Baby Oil, delicate floral fragrance, clinically proven mild, triple baby protection, keeps babies smelling fresh and fragrant longer. 
-We love babies and we know your baby's first emotional bonds are built from physical contact, and these serve as the foundation for emotional and intellectual development later in life. 
-Johnson's Baby Oil with Vitamin E is specially formulated for new born babies. 
-Its gentle formula nourishes the skin, making it smooth and soft. 
-It comes with a mild fragrance that stays for a long time. 
-Besides, it is non-sticky. 
-Thus, your sweet little angel will not feel uncomfortable. 
-The gentle Johnson's Baby Oil makes it easy for you to give your little one loving nourishment and your touch helps in stimulating her senses which is critical for her happy and healthy development. 
-Mom's trust Johnson's always mild, gentle and effective. 
-200 ml 
",https://www.jumia.com.eg/baby-oil-200ml-to-moisturize-and-protect-the-skin-from-dryness-johnsons-mpg827773.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/729422/1.jpg?3728,Baby Products,Bath Time,5 out of 5,Jumia,True,True,"September 30,2021"
Penduline Shampoo For Babies - 250Ml,EGP,81,Penduline,"-نوع : شامبو اطفال 
-العلامة التجارية : بندولين 
-خالي من الصوديوم والسالفيت والباربين 
",https://www.jumia.com.eg/shampoo-for-babies-250ml-penduline-mpg144084.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/325511/1.jpg?6780,Baby Products,Bath Time,4.4 out of 5,Jumia,True,True,"September 30,2021"
Cantu Beauty Tear-Free Nourishing Shampoo For Kids - 237 Ml,EGP,124,Cantu Beauty,"-CANTU CARE FOR KIDS TEAR-FREE NOURISHING SHAMPOO is specifically formulated for the needs of kids with textured hair. Made with no mineral oil, sulfate, parabens, silicones, phthalates, gluten, paraffin or propylene. 
-PROMOTES HEALTHY GROWTH: Gentle tear-free formula cleanses and promotes healthy hair growth with the perfect blend of pure Shea butter, coconut oil and honey formulated without harsh ingredients. 
-CLEANSES: Gently cleanses coils & curls. Tear-Free formula. Infused with Shea butter, coconut oil & honey. 
-NOURISHES: Nurture and nourish fragile coils, curls and waves with Cantu's gentle care for textured hair. 
-AWARD-WINNING FORMULA: 2015 Naturally Curly Editors' Choice Best Kids Collection 
",https://www.jumia.com.eg/tear-free-nourishing-shampoo-for-kids-237-ml-cantu-beauty-mpg825412.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/016261/1.jpg?8807,Baby Products,Bath Time,4.3 out of 5,Jumia,True,True,"September 30,2021"
Roofa Cool Kids Body Lotion - 300 Ml,EGP,49,Roofa,"-SKU: RO372ST1JOG6QNAFAMZ 
-Model: 020 RB 
-Production Country: Spain 
-Size (L x W x H cm): 21.6x5.7x4 
-Main Material: PLASTIC 
",https://www.jumia.com.eg/roofa-cool-kids-body-lotion-300-ml-20691539.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/519602/1.jpg?0886,Baby Products,Bath Time,0 out of 5,Jumia,True,True,"September 30,2021"
Mustela Vitamin Barrier Cream - 100Ml,EGP,175,Mustela,"-Used daily to help protect the nappy area from the harsh 
-Covers the skin well 
-Contains zinc oxide (10%) providing a barrier effect. 
-New 1>2>3 Vitamin Barrier Cream has been designed to be used both preventively on a daily basis as well as to tackle cases of nappy rash. 
-It prevents, soothes and repairs irritations in the diaper area, providing unrivalled levels of clinically-proven effectiveness. 
",https://www.jumia.com.eg/vitamin-barrier-cream-100ml-mustela-mpg25529.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/748522/1.jpg?6788,Baby Products,Bathing Tubs,0 out of 5,Jumia,True,True,"September 30,2021"
Ibaby Baby Bath Tub Seat - Blue,EGP,220,Ibaby,"-Lightweight plastic tub for the baby. 
-Rubber plug for 
",https://www.jumia.com.eg/baby-bath-tub-seat-blue-ibaby-mpg732940.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/737712/1.jpg?8244,Baby Products,Bathing Tubs,4.4 out of 5,Jumia,True,True,"September 30,2021"
