Product Name,Product Currency,Product Price,Product Brand,Product Description,Product Page Link,Product Image Link,Category,Sub-Category,Rating,Source,Available,Delivery,Release Date
Microsoft Surface Pro 7 Tablet - Intel Core I3 - 4GB RAM - 128GB SSD - 12.3-inch FHD+ - Intel GPU - Windows 10 - Silver,EGP,14999,Microsoft,"-Write and draw naturally on screen with Surface Pen* 
-Automatically adjusts to lighting conditions 
",https://www.jumia.com.eg/surface-pro-7-tablet-intel-core-i3-4gb-ram-128gb-ssd-12.3-inch-fhd-intel-gpu-windows-10-silver-microsoft-mpg773604.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/417102/1.jpg?7350,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
Lenovo Thinkpad E15 Laptop - Intel Core I7 - 8GB RAM - 1TB HDD - 15.6-inch FHD - 2GB GPU - Windows 10 Pro - Black,EGP,15999,Lenovo,"-10th Generation Intel® Core™ i7-10510U Processor, 1.8 GHz (8M Cache, up to 4.9 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/lenovo-thinkpad-e15-laptop-intel-core-i7-8gb-ram-1tb-hdd-15.6-inch-fhd-2gb-gpu-windows-10-pro-black-17879698.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/697871/1.jpg?9506,Computing,Laptops | Up to 20% OFF,4.2 out of 5,Jumia,True,True,"September 30,2021"
Microsoft Surface Pro 6 - Intel Core I7-8650U - 8GB RAM - 256GB SSD - 12.3-inch Touch - Intel GPU - Windows 10 Home - Black,EGP,18999,Microsoft,"-8th Generation Intel® Core™ i7-8650U Processor, 1.9 GHz (8M Cache, up to 4.2 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/microsoft-surface-pro-6-intel-core-i7-8650u-8gb-ram-256gb-ssd-12.3-inch-touch-intel-gpu-windows-10-home-black-14212635.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/621241/1.jpg?4228,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
Lenovo Thinkpad E14 Laptop - Intel Core I7 - 8GB RAM - 1TB HDD - 14-inch FHD - 2GB GPU - Windows 10 Pro - Black,EGP,15999,Lenovo,"-10th Generation Intel® Core™ i7-10510U Processor, 1.8 GHz (8M Cache, up to 4.9 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/lenovo-thinkpad-e14-laptop-intel-core-i7-8gb-ram-1tb-hdd-14-inch-fhd-2gb-gpu-windows-10-pro-black-18311086.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/011381/1.jpg?4765,Computing,Laptops | Up to 20% OFF,4.2 out of 5,Jumia,True,True,"September 30,2021"
Lenovo V14-IIL Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 14.0-inch FHD - Intel GPU - DOS - Iron Grey + Top Loading Carrying Case,EGP,5999,Lenovo,"-Intel® Core™ i3-1005G1 Processor, 1.2 GHz (4MB Cache, up to 3.40 GHz, # of Cores: 2) 
",https://www.jumia.com.eg/v14-iil-laptop-intel-core-i3-4gb-ram-1tb-hdd-14.0-inch-fhd-intel-gpu-dos-iron-grey-top-loading-carrying-case-lenovo-mpg782860.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/222012/1.jpg?7865,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
HP 255 G7 Laptop - AMD Ryzen 5 - 8GB RAM - 1TB HDD - 15.6-inch HD - Radeon GPU - DOS - Asteroid Silver,EGP,8199,HP,"-AMD Ryzen™ 5 3500U Processor, 2.1 GHz (4MB Cache, up to 3.70 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/255-g7-laptop-amd-ryzen-5-8gb-ram-1tb-hdd-15.6-inch-hd-radeon-gpu-dos-asteroid-silver-hp-mpg765863.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/222012/1.jpg?7865,Computing,Laptops | Up to 20% OFF,3.8 out of 5,Jumia,True,True,"September 30,2021"
HP 14S-CF Laptop - Intel Celeron - 4GB RAM - 64GB eMMC - 14-inch HD - Intel GPU - Windows 10 - Silver,EGP,6200,HP,"-Product name : HP Laptop - 14s-cf 
-Microprocessor  : Intel® Celeron® N4020 
-Memory, standard  :4 GB DDR4 
-Hard drive : 64 GB eMMC 
-Display : 14"" diagonal, HD 
-Operating system : Windows 10 Home in S mode 
",https://www.jumia.com.eg/hp-14s-cf-laptop-intel-celeron-4gb-ram-64gb-emmc-14-inch-hd-intel-gpu-windows-10-silver-22326918.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/962322/1.jpg?8804,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
"Lenovo IdeaPad 5  Laptop - 11th Intel Core I5-1135G7,  8GB  RAM,  512GB SSD - Intel Iris Xe GPU - 15.6 Inch FHD IPS - Windows 10 - Platinum Grey",EGP,10888,Lenovo,"-SKU: LE018CL197R0INAFAMZ 
-Model: IdeaPad 5 
-Size (L x W x H cm): 356.67 x 233.13 x 17.9-19.9 mm 
-Color: GREY 
-Main Material: Aluminium (Top), PC + ABS (Bottom) 
",https://www.jumia.com.eg/ideapad-5-laptop-11th-intel-core-i5-1135g7-8gb-ram-512gb-ssd-intel-iris-xe-gpu-15.6-inch-fhd-ips-windows-10-platinum-grey-lenovo-mpg820453.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/944322/1.jpg?9825,Computing,Laptops | Up to 20% OFF,4 out of 5,Jumia,True,True,"September 30,2021"
DELL Inspiron 15-3583 Laptop - Intel Celeron 4205U - 4GB RAM - 500GB - Intel HD Graphics 610-15.6 Inch HD -DOS- Black,EGP,5099,DELL,"-DELL Inspiron 15-3583 Laptop 
-Intel Celeron 4205U(1.8GHz/2MB cache) 
-4GB RAM Memory 
-500GB Hard Drive 
-Intel HD Graphics 610 
-15.6 Inch HD Display 
-Ubuntu - Black 
",https://www.jumia.com.eg/inspiron-15-3583-laptop-intel-celeron-4205u-4gb-ram-500gb-intel-hd-graphics-610-15.6-inch-hd-dos-black-dell-mpg813977.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/125122/1.jpg?5630,Computing,Laptops | Up to 20% OFF,4.5 out of 5,Jumia,True,True,"September 30,2021"
Lenovo V14 Laptop - AMD 3020e - 4GB RAM - 1TB HDD - 14-inch HD - AMD GPU - DOS - Grey,EGP,4888,Lenovo,"-AMD 3020e Mobile Processor, 1.20 GHz (4M Cache, up to 2.60 GHz, # of Cores: 2) 
",https://www.jumia.com.eg/v14-laptop-amd-3020e-4gb-ram-1tb-hdd-14-inch-hd-amd-gpu-dos-grey-lenovo-mpg830925.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/706322/1.jpg?9123,Computing,Laptops | Up to 20% OFF,2.5 out of 5,Jumia,True,True,"September 30,2021"
"Lenovo V15-IIL   Laptop - 10th Intel Core I3-1005G1 - 4 GB RAM - 1 TB HDD - Intel UHD GPU - 15.6 Inch FHD - Dos,Iron Grey ( Carry Case Inside )",EGP,6799,Lenovo,"-1x power connector 
-1x card reader 
-1x HDMI 1.4b 
-2x USB 3.1 Gen 1 
-1x headphone / microphone combo jack
(3.5mm) 
-1x USB 2.0 
",https://www.jumia.com.eg/v15-iil-laptop-10th-intel-core-i3-1005g1-4-gb-ram-1-tb-hdd-intel-uhd-gpu-15.6-inch-fhd-dosiron-grey-carry-case-inside-lenovo-mpg810631.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/706712/1.jpg?2843,Computing,Laptops | Up to 20% OFF,4.3 out of 5,Jumia,True,True,"September 30,2021"
Apple MacBook Pro 13 With Retina Display (Late 2020) - M1 Chip - 8GB RAM - 256GB SSD - 13.3-inch - Integrated GPU - MacOS - Space Grey (English Keyboard),EGP,23900,Apple,"-Unlock your Mac 
-Use Apple Pay 
-Open password-protected documents 
-Make purchases on the Apple TV app 
",https://www.jumia.com.eg/apple-macbook-pro-13-with-retina-display-late-2020-m1-chip-8gb-ram-256gb-ssd-13.3-inch-integrated-gpu-macos-space-grey-english-keyboard-21308407.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/480312/1.jpg?6409,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
Lenovo IdeaPad L3 Laptop - Intel Core I5 - 8GB RAM - 1TB HDD - 15.6-inch FHD - 2GB GPU - DOS - Platinum Grey,EGP,9777,Lenovo,"-Intel® Core™ i5-10210U Processor, 1.60 GHz (6M Cache,
     up to 3.9 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/ideapad-l3-laptop-intel-core-i5-8gb-ram-1tb-hdd-15.6-inch-fhd-2gb-gpu-dos-platinum-grey-lenovo-mpg742440.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/492102/1.jpg?3723,Computing,Laptops | Up to 20% OFF,4 out of 5,Jumia,True,True,"September 30,2021"
DELL G5 15 5590 Laptop  - Intel Core I7 - 16GB RAM - 1TB HDD + 256GB SSD - 15.6-inch FHD - 6GB GPU - DOS - Black,EGP,19999,DELL,"-Brand : Dell 
-Hardware Platform : Windows 
-Color : Black 
-Operating System Type : dos 
-Hard Disk Capacity : 1 TB 
-Screen Size Range : 15 - 15.9 Inch 
-Processor Type : Core i7 (9th Generation) 
-USB : USB 3.1 
-Hard Disk Interface : SSD + HDD 
-Display Size (Inch) : 15.6 Inch 
-Memory Card Reader : Yes 
-RAM Size : 16 GB 
-Processor Family : Intel Core i7 
-Number of Processor Core : Hexa Core 
-Video Controller Manufacturer : NVIDIA 
-Memory Technology : DDR4 
-Processor Speed (GHz) : 2.6 GHz 
-Laptop Family : Laptop 
-Computer CPU Manufacturer : Intel 
-Usage : Gaming 
-Optical Drive Type : Without Optical Drive 
-Touch screen : No 
-Model Number : G5590-7510BLK-PUS 
-Keyboard Languages : Arabic/English 
-Graphics Card Capacity : 6 GB 
-RAM Type : ddr4_sdram 
-Hard Disk Interface : SSD + HDD 
",https://www.jumia.com.eg/dell-g5-15-5590-laptop-intel-core-i7-16gb-ram-1tb-hdd-256gb-ssd-15.6-inch-fhd-6gb-gpu-dos-black-15931158.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/113951/1.jpg?1266,Computing,Laptops | Up to 20% OFF,4.3 out of 5,Jumia,True,True,"September 30,2021"
DELL G3 15-3500 Gaming Laptop - Intel Core I5-10300H - 8GB RAM - 256GB SSD + 1TB HDD - 15.6-inch Full HD - 4GB GPU - Ubuntu - Black,EGP,14444,DELL,"-10th Generation Intel® Core™ i5-10300H (8MB Cache, up to 4.5 GHz, 4 cores) 
",https://www.jumia.com.eg/g3-15-3500-gaming-laptop-intel-core-i5-10300h-8gb-ram-256gb-ssd-1tb-hdd-15.6-inch-full-hd-4gb-gpu-ubuntu-black-dell-mpg752419.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/438302/1.jpg?4805,Computing,Laptops | Up to 20% OFF,4.2 out of 5,Jumia,True,True,"September 30,2021"
HP 250 G7 Laptop - Intel Core I7 - 8GB RAM - 1TB HDD - 15.6-inch HD - Intel GPU - Windows 10 - Dark Ash Silver,EGP,11444,HP,"-Intel® Core™ i7-1065G7 (1.3 GHz base frequency, up to 3.9 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores) 
",https://www.jumia.com.eg/hp-250-g7-laptop-intel-core-i7-8gb-ram-1tb-hdd-15.6-inch-hd-intel-gpu-windows-10-dark-ash-silver-21158869.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/885112/1.jpg?4926,Computing,Laptops | Up to 20% OFF,4.4 out of 5,Jumia,True,True,"September 30,2021"
DELL Inspiron 7506 2-In-1 Laptop - Intel Core I5-1135G7 - 12GB RAM  - 512GB SSD + 32GB Optane - 15.6-inch FHD - Intel Iris Xe GPU - Windows 10 - Silver,EGP,16477,DELL,"-PC Type: 2 in 1 Laptop Computer 
-Processor: 11th Gen Intel 4-Core i5-1135G7 (Base Clock 2.4GHz, Max Boost Clock Up to 4.2GHz, 8MB SmartCache, 8 Threads) 
-Memory: 12GB DDR4 PC3200 
-Storage: 512GB SSD PCIe NVMe + 32 GB Optane 
-Graphics: Integrated Intel Iris Xe Graphics 
-Display: 15.6 Inch FHD (1920x1080) Touchscreen Display 
",https://www.jumia.com.eg/inspiron-7506-2-in-1-laptop-intel-core-i5-1135g7-12gb-ram-512gb-ssd-32gb-optane-15.6-inch-fhd-intel-iris-xe-gpu-windows-10-silver-dell-mpg813980.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/840222/1.jpg?7505,Computing,Laptops | Up to 20% OFF,4.7 out of 5,Jumia,True,True,"September 30,2021"
DELL G3 15-3500 Gaming Laptop - Intel Core I5-10300H - 8GB RAM - 512GB SSD - 15.6-inch - 4GB Nvidia GeForce GTX 1650 TI GPU - Ubuntu - Black,EGP,14222,DELL,"-Striking graphics: With NVIDIA® GeForce discrete graphics, you can game at higher settings with crystal-clear detail and smooth gameplay. 
",https://www.jumia.com.eg/g3-15-3500-gaming-laptop-intel-core-i5-10300h-8gb-ram-512gb-ssd-15.6-inch-4gb-nvidia-geforce-gtx-1650-ti-gpu-ubuntu-black-dell-mpg820798.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/280312/1.jpg?4484,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
Lenovo V14 Laptop - Ryzen 3 3250U -  4GB RAM - 1 TB HDD -  AMD Radeon GPU - 14 Inch FHD - Dos -  Iron Grey,EGP,5999,Lenovo,"-AMD Ryzen 3 3250U Processor 2.60GHz (4M Cache, up to 3.50 GHz, # of cores: 2) 
",https://www.jumia.com.eg/lenovo-v14-laptop-ryzen-3-3250u-4gb-ram-1-tb-hdd-amd-radeon-gpu-14-inch-fhd-dos-iron-grey-21406085.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/060412/1.jpg?2305,Computing,Laptops | Up to 20% OFF,4 out of 5,Jumia,True,True,"September 30,2021"
DELL Vostro 3500 Laptop - 11th Intel Core I5-1135G7 - 8GB RAM - 1TB HDD - Nvidia GeForce MX330 GPU - 15.6 Inch HD - Ubuntu - Black,EGP,10866,DELL,"-11th Generation Intel® Core™ i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.2 GHz),4 cores , 8 threads 
",https://www.jumia.com.eg/dell-vostro-3500-laptop-11th-intel-core-i5-1135g7-8gb-ram-1tb-hdd-nvidia-geforce-mx330-gpu-15.6-inch-hd-ubuntu-black-22314133.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/141322/1.jpg?1663,Computing,Laptops | Up to 20% OFF,3 out of 5,Jumia,True,True,"September 30,2021"
Lenovo IdeaPad Gaming 3 15ARH05 Laptop - Ryzen 5 4600H 6-Cores - 16GB RAM - 1TB HDD + 128GB SSD  - 15.6-inch FHD - 4GB GTX1650 GPU - Dos - Onyx Black  (Gaming RGB Mouse Inside),EGP,15888,Lenovo,"-AMD Ryzen 5 4600H (6 Cores / 12T, 3.0 / 4.0GHz, 3MB L2 / 8MB L3) 
",https://www.jumia.com.eg/ideapad-gaming-3-15arh05-laptop-ryzen-5-4600h-6-cores-16gb-ram-1tb-hdd-128gb-ssd-15.6-inch-fhd-4gb-gtx1650-gpu-dos-onyx-black-gaming-rgb-mouse-inside-lenovo-mpg803969.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/114622/1.jpg?5948,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
HP 255 G7 Laptop - Athlon Gold 3150U - 4GB RAM - 1TB HDD - 15.6-inch HD - AMD Radeon GPU - DOS - Dark Asteroid Silver,EGP,6299,HP,"-AMD Athlon™ Gold 3150U Processor, 2.4 GHz (4MB Cache, up to 3.30 GHz, # of Cores: 2) 
",https://www.jumia.com.eg/hp-255-g7-laptop-athlon-gold-3150u-4gb-ram-1tb-hdd-15.6-inch-hd-amd-radeon-gpu-dos-dark-asteroid-silver-22137670.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/673122/1.jpg?7625,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
HP 255 G7 Laptop - AMD Ryzen 5 - 8GB RAM - 1TB HDD - 15.6-inch HD - AMD GPU - DOS - Dark Ash Silver,EGP,8220,HP,"-AMD Ryzen 5 3500U APU with Radeon™ Vega 3 Graphics (2.5 GHz base frequency, up to 3.4 GHz burst frequency, 6 MB cache, 4 cores) 
",https://www.jumia.com.eg/255-g7-laptop-amd-ryzen-5-8gb-ram-1tb-hdd-15.6-inch-hd-amd-gpu-dos-dark-ash-silver-hp-mpg770008.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/943812/1.jpg?3484,Computing,Laptops | Up to 20% OFF,4.7 out of 5,Jumia,True,True,"September 30,2021"
Lenovo IdeaPad L3 Laptop - Intel 10th Gen Core I7-10510U - 8GB RAM - 1TB HDD - 15.6-inch FHD - Nvidia Geforce MX130 2GB GPU - DOS - Grey,EGP,11499,Lenovo,,https://www.jumia.com.eg/lenovo-ideapad-l3-laptop-intel-10th-gen-core-i7-10510u-8gb-ram-1tb-hdd-15.6-inch-fhd-nvidia-geforce-mx130-2gb-gpu-dos-grey-22348713.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/784322/1.jpg?5208,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
DELL Vostro 3500 Laptop - 11th Intel Core I5-1135G7 - 4GB RAM - 1TB HDD - Nvidia GeForce MX330 GPU - 15.6 Inch FHD - Ubuntu - Black,EGP,9899,DELL,"-11th Generation Intel® Core™ i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.2 GHz),4 cores , 8 threads 
",https://www.jumia.com.eg/vostro-3500-laptop-11th-intel-core-i5-1135g7-4gb-ram-1tb-hdd-nvidia-geforce-mx330-gpu-15.6-inch-fhd-ubuntu-black-dell-mpg822507.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/496722/1.jpg?2524,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
DELL Vostro 3400 Laptop - 11th Intel Core I5-1135G7 - 8GB RAM - 1TB HDD - Intel Iris Xe GPU - 14 Inch FHD - Ubuntu - Black,EGP,9973,DELL,"-11th Generation Intel® Core™ i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.2 GHz),4 cores , 8 threads 
",https://www.jumia.com.eg/vostro-3400-laptop-11th-intel-core-i5-1135g7-8gb-ram-1tb-hdd-intel-iris-xe-gpu-14-inch-fhd-ubuntu-black-dell-mpg819014.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/944322/1.jpg?9825,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
"Lenovo Legion  5-15ARH05 Gaming Laptop - Ryzen 5 4600H 6-Cores - 16GB RAM - 1TB HDD + 256GB SSD  - 4GB GTX 1650Ti GPU - 15.6"" FHD - Windows 10 - Phantom Black",EGP,17399,Lenovo,"-AMD Ryzen 5 4600H (6Cores / 12T, 3.0 / 4.0GHz, 3MB L2 / 8MB L3) 
",https://www.jumia.com.eg/lenovo-legion-5-15arh05-gaming-laptop-ryzen-5-4600h-6-cores-16gb-ram-1tb-hdd-256gb-ssd-4gb-gtx-1650ti-gpu-15.6-fhd-windows-10-phantom-black-22769434.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/496722/1.jpg?3186,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
HP 250 G8 Laptop - Intel Core I5-1035G1 - 8GB RAM - 1TB HDD - NVIDIA MX130 2GB GPU - 15.6 Inch HD - Dos - Dark Ash Silver,EGP,10199,HP,"-Intel® Core™ i5-1035G1 (1.0 GHz base frequency, up to 3.6 GHz with Intel® Turbo Boost Technology, 6 MB L3 cache, 4 cores) 
",https://www.jumia.com.eg/250-g8-laptop-intel-core-i5-1035g1-8gb-ram-1tb-hdd-nvidia-mx130-2gb-gpu-15.6-inch-hd-dos-dark-ash-silver-hp-mpg815055.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/373322/1.jpg?1226,Computing,Laptops | Up to 20% OFF,3 out of 5,Jumia,True,True,"September 30,2021"
Apple MacBook Air 13.3-inch With Retina Display (Late 2020) - M1 Chip - 8GB RAM - 256GB SSD - Integrated GPU - MacOS - Space Grey (English Keyboard),EGP,19900,Apple,"-Unlock your Mac 
-Use Apple Pay 
-Open password-protected documents 
-Make purchases on the Apple TV app 
",https://www.jumia.com.eg/macbook-air-13.3-inch-with-retina-display-late-2020-m1-chip-8gb-ram-256gb-ssd-integrated-gpu-macos-space-grey-english-keyboard-apple-mpg781494.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/480312/1.jpg?6409,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
Lenovo IdeaPad 3 Laptop - Intel Core I7-10510U - 12GB RAM - 1TB HDD + 256GB SSD - 15.6-inch FHD - 2GB MX 330 GPU - DOS - Platinum Grey,EGP,14495,Lenovo,,https://www.jumia.com.eg/ideapad-3-laptop-intel-core-i7-10510u-12gb-ram-1tb-hdd-256gb-ssd-15.6-inch-fhd-2gb-mx-330-gpu-dos-platinum-grey-lenovo-mpg768939.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/525112/1.jpg?7004,Computing,Laptops | Up to 20% OFF,4.7 out of 5,Jumia,True,True,"September 30,2021"
HP Pavilion 16-A0028ne Gaming Laptop - Intel Core I5-10300H - 8GB RAM - 1TB HDD + 256GB SSD - 16.1-inch FHD - 4GB GTX 1650 GPU - Dos - Shadow Black,EGP,15399,HP,"-Intel® Core™ i5-10300H Processor, 2.50 GHz (8MB Cache, up to 4.1 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/pavilion-16-a0028ne-gaming-laptop-intel-core-i5-10300h-8gb-ram-1tb-hdd-256gb-ssd-16.1-inch-fhd-4gb-gtx-1650-gpu-dos-shadow-black-hp-mpg829468.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/276712/1.jpg?3344,Computing,Laptops | Up to 20% OFF,3 out of 5,Jumia,True,True,"September 30,2021"
Lenovo IDEAPAD 5 15IIL05 INTEL CORE I7-1165G7 1TB + 256GB SSD RAM 8GB Intel IRIS XE - DOS - Grey,EGP,13599,Lenovo,"-1th Generation Intel® Core™ I7-1165G7 12M Cache, up to 4.70 GHz 
",https://www.jumia.com.eg/lenovo-ideapad-5-15iil05-intel-core-i7-1165g7-1tb-256gb-ssd-ram-8gb-intel-iris-xe-dos-grey-22619759.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/791622/1.jpg?0664,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
Asus X543MA-GQ1014T Laptop - Intel Celeron N4020 - 4GB RAM - 1TB HDD - Intel GPU - 15.6-inch HD - Windows 10 - Silver,EGP,5600,Asus,"-ASUS X543MA-GQ1014T Laptop 
-Intel Celeron N4020 
-4GB LPDDR4 RAM Memory 
-1TB HDD Storage 
-Intel Graphics 
-15.6 Inch HD Display 
-Windows 10 - Transparent Silver 
",https://www.jumia.com.eg/x543ma-gq1014t-laptop-intel-celeron-n4020-4gb-ram-1tb-hdd-intel-gpu-15.6-inch-hd-windows-10-silver-asus-mpg816508.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/866122/1.jpg?1138,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
DELL Vostro 15-3501 Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 15.6-inch FHD - Intel GPU - Ubuntu - Grey,EGP,7400,DELL,"-10th Generation Intel® Core™ i3-1005G1 Processor, 1.20 GHz (4MB Cache, up to 3.4 GHz) 2 Cores 
",https://www.jumia.com.eg/vostro-15-3501-laptop-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-fhd-intel-gpu-ubuntu-grey-dell-mpg777469.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/154812/1.jpg?8167,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
Lenovo Legion 5-15IMH05 Gaming Laptop - Intel Core I7 - 16GB RAM - 1TB HDD + 512GB SSD - 15.6-inch FHD - 4GB GPU - Windows 10 - Phantom Black (English Keyboard),EGP,20888,Lenovo,"-10th Generation Intel® Core™ i7-10750H Processor, 2.60 GHz (12M Cache, Turbo Boost up to 5.00 GHz, # of Cores: 6) 
",https://www.jumia.com.eg/legion-5-15imh05-gaming-laptop-intel-core-i7-16gb-ram-1tb-hdd-512gb-ssd-15.6-inch-fhd-4gb-gpu-windows-10-phantom-black-english-keyboard-lenovo-mpg763783.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/402012/1.jpg?0948,Computing,Laptops | Up to 20% OFF,5 out of 5,Jumia,True,True,"September 30,2021"
DELL G5 15-5500 Gaming Laptop - Intel Core I5-10300H - 16GB RAM - 1TB HDD + 256GB SSD - 15.6-inch FHD – 4GB GTX 1650 Ti GPU - Windows 10 - Black,EGP,16999,DELL,"-Intel® Core™ i7-10300H Processor, 2.50 GHz (8MB Cache, up to 4.50 GHz, # of Cores: 4) 
",https://www.jumia.com.eg/dell-g5-15-5500-gaming-laptop-intel-core-i5-10300h-16gb-ram-1tb-hdd-256gb-ssd-15.6-inch-fhd-4gb-gtx-1650-ti-gpu-windows-10-black-22766270.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/266722/1.jpg?7225,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
Microsoft Surface Pro 7 Tablet - Intel Core I5 - 8GB RAM - 256GB SSD - 12.3-inch FHD+ - Intel GPU - Windows 10 - Black,EGP,20999,Microsoft,"-Write and draw naturally on screen with Surface Pen* 
-Automatically adjusts to lighting conditions 
",https://www.jumia.com.eg/surface-pro-7-tablet-intel-core-i5-8gb-ram-256gb-ssd-12.3-inch-fhd-intel-gpu-windows-10-black-microsoft-mpg767937.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/050302/1.jpg?9463,Computing,Laptops | Up to 20% OFF,0 out of 5,Jumia,True,True,"September 30,2021"
HP 15-DA3002NE Laptop - Intel Core I3 - 4GB RAM - 1TB HDD - 15.6-inch HD - Intel GPU - DOS - Black,EGP,7880,HP,"-Intel® Core ™ i3-1005G1 (1.2 GHz base frequency, up to 3.4 GHz with Intel® Turbo Boost Technology, 4 MB L3 cache, 2 cores) 
",https://www.jumia.com.eg/15-da3002ne-laptop-intel-core-i3-4gb-ram-1tb-hdd-15.6-inch-hd-intel-gpu-dos-black-hp-mpg754575.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/129991/1.jpg?4384,Computing,Laptops | Up to 20% OFF,1 out of 5,Jumia,True,True,"September 30,2021"
